818,"91,500","3,700","3,700"
818,,,
"818 סה""כ",393200,420100,152310
822,"16,700","24,400","14,400"
822,,,
822,"2,000",,"2,210"
822,"13,500","16,700","14,960"
822,,,
822,,,
822,"9,200","7,900","4,000"
822,"130,000","130,000",
822,"28,800","31,400","30,000"
822,"50,000","50,000","3,860,000"
822,"700,700","700,000","4,607,000"
822,,,"1,471,000"
822,,,
822,,,
"822 סה""כ",950900,960400,10003570
823,"3,800","4,400",
823,"64,100","84,800","57,150"
823,"119,200","118,900","118,900"
823,,,
823,"5,600","7,300","5,440"
823,"981,700","1,220,000","1,220,000"
823,"105,700","80,000","80,000"
823,"110,100","140,000","140,000"
823,,,
823,"83,000","81,000","81,000"
823,,,
823,,,
823,,,
823,"170,000","170,000",
823,,,
"823 סה""כ",1643200,1906400,1702490
824,"705,300","473,000","473,000"
824,"794,000","818,000","821,550"
824,"1,300","1,100","1,190"
824,,,
824,,,
824,"566,700","860,000","860,000"
824,,,"120,000"
824,"400,000","400,000","400,000"
824,"153,200","150,000",
824,"9,000","35,200","35,200"
824,"387,400","380,000","320,000"
824,"300,000","300,000","300,000"
824,"1,999,200","2,000,000","2,000,000"
824,,,
"824 סה""כ",5316100,5417300,5330940
825,"55,000","64,000","64,000"
825,,,
825,"4,800","5,700","5,700"
825,"377,500","377,500",
825,,,
825,"60,000","60,000",
825,"315,000","315,000",
825,,,
"825 סה""כ",812300,822200,69700
826,,,
826,,,
826,"652,800","615,000",
826,,,
826,"160,000","160,000",
826,"590,300","535,000",
826,,"150,000",
826,"251,400","260,000","260,000"
826,,"8,000","8,000"
826,"25,800","60,000","60,000"
826,,,
826,"2,100","3,700","3,700"
826,,,
826,"71,500","69,000","78,000"
826,,,
826,"537,000","537,000",
826,,,
826,,,
826,,"12,400",
826,"429,900","475,000",
826,"619,300","240,000","240,000"
826,,,"50,000"
826,"40,400","60,000","60,000"
826,,,
826,"33,700","35,000","35,000"
826,"3,500","1,700","1,700"
826,"7,700","8,200",
826,"1,200",,
826,,,
826,"180,400","200,000",
826,,,
826,"99,000","88,500","108,000"
826,"17,800","19,200","19,200"
826,"3,000","3,600","3,600"
826,,,
826,"21,400","36,000","36,000"
826,,,
826,"54,600","63,500","55,000"
826,,,
826,,,
826,"377,000","377,000",
826,"22,000","20,000","20,000"
826,"100,900","100,000",
826,"99,200","100,000",
826,"1,398,200","1,400,000",
826,"546,600","630,000",
826,"1,199,000","1,250,000",
"826 סה""כ","7,545,700","7,517,800",1038200
827,,,
827,,,
827,,,
827,"931,000","980,000","980,000"
827,"564,500","600,000","600,000"
827,"414,400","400,000","400,000"
"827 סה""כ","1,909,900","1,980,000","1,980,000"
828,,"73,000","73,000"
828,"1,688,500","1,680,000",
828,"177,800","270,000","2,548,904"
828,"365,600","450,000",
828,"99,600","100,000",
"828 סה""כ","2,331,500","2,573,000",2621904
829,"363,800","361,400","361,400"
829,,,
829,,,
829,"1,600","2,700","2,700"
829,,,
829,"65,900","65,000","1,323,100"
829,"13,700","15,000",
829,"40,000","40,000",
829,"140,000","172,100",
829,"157,700","170,000",
829,"31,200",,
829,"103,400","125,000",
829,"390,000","390,000",
829,"369,200","361,000",
829,,,
829,800,900,900
829,,,
829,,,
