405930,344,1,מרכזי ועדות חוק סיעוד ,841000,"-515,500","-405,000","-597,900",,,,,,,,,,,,,,,,,,,,,,,,,,
406930,344,1,טיפול שיניים לזקנים , ,"-20,700",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
407930,344,1,שכונה תומכת , ,"-82,500","-80,200","-100,000",,,,,,,,,,,,,,,,,,,,,,,,,,
408930,344,1,השתתפות בפעילות קשישים , ,"-49,900","-48,500","-48,500",,,,,,,,,,,,,,,,,,,,,,,,,,
409930,344,1,שכונה תומכת , ,"-48,300","-41,000","-28,200",,,,,,,,,,,,,,,,,,,,,,,,,,
410930,344,1,שרותים לניצולי שואה , ,"-22,700","-13,700","-37,100",,,,,,,,,,,,,,,,,,,,,,,,,,
501410,344,1,מרכז יום לקשיש , ,"-32,700","-41,700","-58,200",,,,,,,,,,,,,,,,,,,,,,,,,,
501930,344,1,מסגרות יומיות לזקן ,841000,"-266,800","-259,900","-306,000",,,,,,,,,,,,,,,,,,,,,,,,,,
,"344 סה""כ",,,,"-5,050,200","-4,918,500","-5,122,000",,,,,,,,,,,,,,,,,,0,,,,,,,,
101410,345,1,סידור מפגרים במוסדות , ,"-89,100","-100,800","-50,200",,,,,,,,,,,,,,,,,,,,,,,,,,
101930,345,1,סידור מפגרים במוסדות ,841000,"-11,651,100","-11,100,000","-12,380,000",,,,,,,,,,,,,,,,,,,,,,,,,,
102930,345,1,מפגרים במוסד ממשלתי ,841000,"-2,318,400","-2,312,600","-2,704,536",,,,,,,,,,,,,,,,,,,,,,,,,,
103930,345,1,אחזקת אוטיסטים , ,"-1,119,100","-1,000,000","-2,701,980",,,,,,,,,,,,,,,,,,,,,,,,,,
104930,345,1,טיפול בהורים ובילדיהם , ,"-156,100","-142,700","-145,600",,,,,,,,,,,,,,,,,,,,,,,,,,
105410,345,1,נופשונים וקיטנות , ,"-2,300","-2,300",-700,,,,,,,,,,,,,,,,,,,,,,,,,,
105930,345,1,פעולות קיץ , ,"-25,000","-20,300","-24,300",,,,,,,,,,,,,,,,,,,,,,,,,,
106410,345,1,מעונות יום שיקומיים אוטיס, ,"-78,800","-96,900","-39,400",,,,,,,,,,,,,,,,,,,,,,,,,,
106930,345,1,מעונות יום שיקומיים , ,"-346,100","-390,500","-570,000",,,,,,,,,,,,,,,,,,,,,,,,,,
108410,345,1,מ.יום ותעסוקה לבוגרים אוט, ,"-6,800","-8,800","-10,500",,,,,,,,,,,,,,,,,,,,,,,,,,
108930,345,1,מ.יוםותעסוקה לבוגרים , ,"-266,900","-215,300","-263,100",,,,,,,,,,,,,,,,,,,,,,,,,,
110930,345,1,משפחות אומנה למפגר , ,"-19,300","-15,600","-13,500",,,,,,,,,,,,,,,,,,,,,,,,,,
111930,345,1,משפחות אומנה , ,"-20,000","-11,600","-15,500",,,,,,,,,,,,,,,,,,,,,,,,,,
112930,345,1,הכנסות , ,"-12,900","-13,200","-13,500",,,,,,,,,,,,,,,,,,,,,,,,,,
113930,345,1,סביבה תומכת , ,0,0,"-253,600",,,,,,,,,,,,,,,,,,,,,,,,,,
201410,345,1,מסגרות יום ארוך-עצמיות ,845200,"-36,300","-39,400","-24,200",,,,,,,,,,,,,,,,,,,,,,,,,,
203410,345,1,מפגרים__במעון טיפולי לימן,845200,"-56,500","-60,300","-43,000",,,,,,,,,,,,,,,,,,,,,,,,,,
203930,345,1,מפגרים במעון טיפולי(לימן(,841000,"-1,062,600","-1,100,000","-1,279,500",,,,,,,,,,,,,,,,,,,,,,,,,,
203931,345,1,מפגרים במעון טיפולי , ,"-580,900","-577,600","-550,900",,,,,,,,,,,,,,,,,,,,,,,,,,
204410,345,1,מעש__עצמיות ,841000,"-254,100","-280,000","-185,100",,,,,,,,,,,,,,,,,,,,,,,,,,
204930,345,1,"מעש""ים ",841000,"-737,900","-729,000","-725,100",,,,,,,,,,,,,,,,,,,,,,,,,,
205930,345,1,מפגרים במעון אמוני , ,"-19,600","-17,700","-21,600",,,,,,,,,,,,,,,,,,,,,,,,,,
301930,345,1,שירותים תומכים למפגר ,841000,"-1,900",-100,"-20,900",,,,,,,,,,,,,,,,,,,,,,,,,,
302410,345,1,נופשון , ,"-3,400","-4,400","-5,100",,,,,,,,,,,,,,,,,,,,,,,,,,
302930,345,1,נופשונים למפגר ,888888,"-49,700","-39,400","-35,500",,,,,,,,,,,,,,,,,,,,,,,,,,
303930,345,1,מועדונים חברתיים למפגר , ,"-46,000","-41,500","-38,800",,,,,,,,,,,,,,,,,,,,,,,,,,
304930,345,1,הסעות למ.יום מפגרים , ,"-76,300","-70,800","-42,900",,,,,,,,,,,,,,,,,,,,,,,,,,
,"345 סה""כ",,,,"-19,037,100","-18,390,800","-22,159,016",,,,,,,,,,,,,,,,,,0,,,,,,,,
101930,346,1,ילדים עיוורים במוסדות ,841000,"-12,000","-16,000",0,,,,,,,,,,,,,,,,,,,,,,,,,,
301930,346,1,שיקום העיוור בקהילה ,841000,"-2,900","-3,900","-2,400",,,,,,,,,,,,,,,,,,,,,,,,,,
303930,346,1,הדרכת עיוור ובני ביתו , ,"-55,000","-58,800","-31,200",,,,,,,,,,,,,,,,,,,,,,,,,,
401930,346,1,מפעלי שיקום לעיוור ,841000,"-5,100","-6,800",0,,,,,,,,,,,,,,,,,,,,,,,,,,
402930,346,1,מפעלי תעסוקה ומועדון ,841000,"-161,100","-155,100","-140,800",,,,,,,,,,,,,,,,,,,,,,,,,,
501930,346,1,אחזקת נכים בפנמיות , ,"-4,625,000","-4,500,000","-5,403,480",,,,,,,,,,,,,,,,,,,,,,,,,,
502930,346,1,נכים במשפחות אומנה ,841000,"-176,600","-174,900","-174,300",,,,,,,,,,,,,,,,,,,,,,,,,,
601930,346,1,תעסוקה מוגנת למוגבל ,888888,"-192,000","-190,500","-189,000",,,,,,,,,,,,,,,,,,,,,,,,,,
602410,346,1,מסגרות יום לילד מוגבל ,841000,"-9,000","-11,300","-12,900",,,,,,,,,,,,,,,,,,,,,,,,,,
602930,346,1,מסגרות יום לילד המוגבל ,841000,"-209,900","-175,400","-50,100",,,,,,,,,,,,,,,,,,,,,,,,,,
701930,346,1,תוכניות לילד החריג ,846000,"-55,000","-55,700","-132,600",,,,,,,,,,,,,,,,,,,,,,,,,,
702930,346,1,הסעות נכים ,846000,"-25,000","-21,000","-67,800",,,,,,,,,,,,,,,,,,,,,,,,,,
703410,346,1,מעונות יום שיקומי נכים , ,"-78,000","-100,000","-115,800",,,,,,,,,,,,,,,,,,,,,,,,,,
703930,346,1,מרכז יום שיקומי לנכים , ,"-549,500","-449,400","-557,000",,,,,,,,,,,,,,,,,,,,,,,,,,
705930,346,1,מרכז יום שיקומי לנכים , ,"-127,100","-169,000","-43,900",,,,,,,,,,,,,,,,,,,,,,,,,,
706930,346,1,תוכנית מעבר לחרשים , ,"-7,300","-8,500","-2,700",,,,,,,,,,,,,,,,,,,,,,,,,,
707930,346,1,תעסוקה נתמכת לנכים , ,"-54,600","-43,600","-45,700",,,,,,,,,,,,,,,,,,,,,,,,,,
708410,346,1,נופשנים להבראה , ,"-1,100","-1,400",0,,,,,,,,,,,,,,,,,,,,,,,,,,
708930,346,1,נופשונים להבראה , ,"-2,500","-3,300","-6,500",,,,,,,,,,,,,,,,,,,,,,,,,,
709930,346,1,חלופה מ.יום שיקומי , ,"-24,600","-24,300","-52,300",,,,,,,,,,,,,,,,,,,,,,,,,,
801930,346,1,מרכזי איבחון ושיקום ,846000,"-41,600","-40,400","-58,300",,,,,,,,,,,,,,,,,,,,,,,,,,
802930,346,1,שיקוםנכים בקהילה ,846000,"-23,200","-14,800","-14,600",,,,,,,,,,,,,,,,,,,,,,,,,,
803930,346,1,נכים קשים בקהילה , ,"-27,200","-21,800","-35,100",,,,,,,,,,,,,,,,,,,,,,,,,,
806930,346,1,מועדונים לעיוור , ,"-97,000","-89,200","-85,300",,,,,,,,,,,,,,,,,,,,,,,,,,
,"346 סה""כ",,,,"-6,562,300","-6,335,100","-7,221,780",,,,,,,,,,,,,,,,,,0,,,,,,,,
101930,347,1,טיפול בנוער ובצעירים ,847000,"-199,000","-167,600","-179,400",,,,,,,,,,,,,,,,,,,,,,,,,,
103930,347,1,טיפול בנערות מצוקה ,847000,"-22,300",0,"-11,000",,,,,,,,,,,,,,,,,,,,,,,,,,
104930,347,1,מקלטים לנשים מוכות ,847000,"-263,300","-239,800","-189,600",,,,,,,,,,,,,,,,,,,,,,,,,,
106930,347,1,שהות במקלט לנערות , ,"-30,500","-40,600","-11,400",,,,,,,,,,,,,,,,,,,,,,,,,,
109930,347,1,הכנסות פרוייקט עדי , ,"-184,000","-116,400","-165,600",,,,,,,,,,,,,,,,,,,,,,,,,,
109931,347,1,"פרויקט עד""י ", ,0,0,"-193,000",,,,,,,,,,,,,,,,,,,,,,,,,,
110930,347,1,בתים חמים לנערות , ,"-204,100","-182,300","-182,500",,,,,,,,,,,,,,,,,,,,,,,,,,
201930,347,1,מעונות חסות ,847000,"-95,600","-77,400","-101,700",,,,,,,,,,,,,,,,,,,,,,,,,,
301930,347,1,סמים טיפול בקהילה ,847000,"-108,700","-71,300","-72,400",,,,,,,,,,,,,,,,,,,,,,,,,,
302930,347,1,בדיקות למשתמשי סמים ,847000,"-8,600","-8,800","-11,700",,,,,,,,,,,,,,,,,,,,,,,,,,
304930,347,1,פרוייקטים לנגמלים , ,"-8,700",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
305930,347,1,מעון יום לנוער-סמים , ,"-156,200","-186,200","-110,000",,,,,,,,,,,,,,,,,,,,,,,,,,
305931,347,1,מ.יום לנוער סמים , ,"-147,900","-117,800","-148,900",,,,,,,,,,,,,,,,,,,,,,,,,,
402930,347,1,מפתן ממשלתי ,847400,"-70,800","-76,100","-51,300",,,,,,,,,,,,,,,,,,,,,,,,,,
403930,347,1,מפתן מקומי-החזקה ,847400,"-126,600","-101,700","-137,200",,,,,,,,,,,,,,,,,,,,,,,,,,
403931,347,1,מפתן מקומי-החזקה-ילדי חוץ,847400,"-164,700","-182,900","-168,800",,,,,,,,,,,,,,,,,,,,,,,,,,
404930,347,1,פעולות משלימות למפתנים , ,"-27,000","-26,200","-11,000",,,,,,,,,,,,,,,,,,,,,,,,,,
405930,347,1,סיוע למטופלים , ,"-30,000","-31,400","-29,000",,,,,,,,,,,,,,,,,,,,,,,,,,
,"347 סה""כ",,,,"-1,848,000","-1,626,500","-1,774,500",,,,,,,,,,,,,,,,,,0,,,,,,,,
201930,348,1,פיתוח תכניות קהילתיות , ,"-8,100","-4,800","-7,800",,,,,,,,,,,,,,,,,,,,,,,,,,
202930,348,1,עבודות קהילתיות , ,"-13,800","-11,600","-18,000",,,,,,,,,,,,,,,,,,,,,,,,,,
301930,348,1,פעולות התנדבות בקהילה ,848000,"-7,100","-1,100","-7,800",,,,,,,,,,,,,,,,,,,,,,,,,,
303930,348,1,יעוץ לאזרח , ,"-2,000","-1,100","-1,000",,,,,,,,,,,,,,,,,,,,,,,,,,
304930,348,1,עמית למשפחה , ,"-33,000",0,"-32,000",,,,,,,,,,,,,,,,,,,,,,,,,,
500980,348,1,מ.השיכון-תנופה או ,848000,"-457,000","-331,200",0,,,,,,,,,,,,,,,,,,,,,,,,,,
501930,348,1,שיקום שכונות פעולות ,848000,"-9,000","-4,400","-10,900",,,,,,,,,,,,,,,,,,,,,,,,,,
,"348 סה""כ",,,,"-530,000","-354,200","-77,500",,,,,,,,,,,,,,,,,,0,,,,,,,,
1930,349,1,מעונות יום-עולים ,849000,"-412,400","-439,400","-465,100",,,,,,,,,,,,,,,,,,,,,,,,,,
2930,349,1,נכים בפנמיה -עולים ,849000,"-70,500","-70,200","-72,200",,,,,,,,,,,,,,,,,,,,,,,,,,
5930,349,1,טיפול בעיוור-עולים ,849000,"-11,900","-11,600","-11,700",,,,,,,,,,,,,,,,,,,,,,,,,,
9930,349,1,"מעשיי""ם-עולים ",849000,"-46,900","-36,400","-49,900",,,,,,,,,,,,,,,,,,,,,,,,,,
10930,349,1,מפגר בפנימיה , ,"-353,300","-352,700","-357,400",,,,,,,,,,,,,,,,,,,,,,,,,,
11410,349,1,משפחות עולים במצוקה , ,"-1,600","-20,000","-1,500",,,,,,,,,,,,,,,,,,,,,,,,,,
11930,349,1,משפחות עולים במצוקה ,849000,"-90,500","-32,700","-42,400",,,,,,,,,,,,,,,,,,,,,,,,,,
12930,349,1,ילדים בפנימיות עולים ,849000,"-1,145,500","-1,300,000","-1,088,200",,,,,,,,,,,,,,,,,,,,,,,,,,
13930,349,1,ילדים במצוקה-עולים ,849000,"-108,600","-52,900","-69,500",,,,,,,,,,,,,,,,,,,,,,,,,,
14930,349,1,טיפול בזקנים-עולים ,849000,"-74,200","-58,300","-72,700",,,,,,,,,,,,,,,,,,,,,,,,,,
16930,349,1,תכנית מגשרים ,849000,"-84,000","-90,600","-63,400",,,,,,,,,,,,,,,,,,,,,,,,,,
17930,349,1,תוכניות קבוצתיות לעולים ,849000,0,0,"-8,200",,,,,,,,,,,,,,,,,,,,,,,,,,
18930,349,1,עובדי שכונה עולים ,849000,"-160,300","-143,500","-150,800",,,,,,,,,,,,,,,,,,,,,,,,,,
19930,349,1,מעון יום טיפולי ,849000,"-18,600","-18,500","-19,000",,,,,,,,,,,,,,,,,,,,,,,,,,
19931,349,1,שרותים למפגר , ,"-25,700","-25,500","-26,200",,,,,,,,,,,,,,,,,,,,,,,,,,
20930,349,1,איבחון ושיקום נכים עולים ,849000,"-17,600","-16,500","-16,500",,,,,,,,,,,,,,,,,,,,,,,,,,
23930,349,1,מ.ט.באלימות עולים , ,"-44,000","-38,800",0,,,,,,,,,,,,,,,,,,,,,,,,,,
24930,349,1,מועדון לעולים , ,"-49,100","-37,500",0,,,,,,,,,,,,,,,,,,,,,,,,,,
25930,349,1,תוכנית חומש לאתיופים , ,"-347,900","-537,000","-800,000",,,,,,,,,,,,,,,,,,,,,,,,,,
26930,349,1,עלה חניכית , ,"-120,900","-105,700","-101,000",,,,,,,,,,,,,,,,,,,,,,,,,,
27930,349,1,חומש לאתיופים פעולות , ,"-239,900","-334,000","-863,000",,,,,,,,,,,,,,,,,,,,,,,,,,
301930,349,1,עולים נפגעי סמים , ,"-35,200","-22,200","-18,900",,,,,,,,,,,,,,,,,,,,,,,,,,
,"349 סה""כ",,,,"-3,458,600","-3,744,000","-4,297,600",,,,,,,,,,,,,,,,,,0,,,,,,,,
950,360,1,הכנסות-מ.הקליטה ,860000,"-134,300","-200,000","-495,900",,,,,,,,,,,,,,,,,,,,,,,,,,
990,360,1,הכנסות מ לבטחון פנים , ,"-155,100","-73,800","-1,225,000",,,,,,,,,,,,,,,,,,,,,,,,,,
,"360 סה""כ",,,,"-289,400","-273,800","-1,720,900",,,,,,,,,,,,,,,,,,0,,,,,,,,
950,361,1,הכנסות מוקד קליטה , ,"-869,000","-793,700","-700,000",,,,,,,,,,,,,,,,,,,,,,,,,,
,"361 סה""כ",,,,"-869,000","-793,700","-700,000",,,,,,,,,,,,,,,,,,0,,,,,,,,
210,410,1,אגרת מים ,911000,"-78,406,200","-76,000,000","-80,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
,"410 סה""כ",,,,"-78,406,200","-76,000,000","-80,000,000",,,,,,,,,,,,,,,,,,0,,,,,,,,
290,413,1,גבייה בעד נזקים לרש ,888888,"3,000","-4,000",0,,,,,,,,,,,,,,,,,,,,,,,,,,
200620,413,1,מדי מים ,911000,"-54,400","-63,400","-66,300",,,,,,,,,,,,,,,,,,,,,,,,,,
,"413 סה""כ",,,,"-51,400","-67,400","-66,300",,,,,,,,,,,,,,,,,,0,,,,,,,,
540,431,1,החזרי בטוח ,931000,"-16,300","-8,300","-29,100",,,,,,,,,,,,,,,,,,,,,,,,,,
,"431 סה""כ",,,,"-16,300","-8,300","-29,100",,,,,,,,,,,,,,,,,,0,,,,,,,,
640,432,1,שכר דירה מבתי מגורים ,933000,"-9,600","-30,600","-23,600",,,,,,,,,,,,,,,,,,,,,,,,,,
,"432 סה""כ",,,,"-9,600","-30,600","-23,600",,,,,,,,,,,,,,,,,,0,,,,,,,,
640,433,1,שכר דירה מחנויות ,933000,"-819,600","-1,032,500","-147,500",,,,,,,,,,,,,,,,,,,,,,,,,,
,"433 סה""כ",,,,"-819,600","-1,032,500","-147,500",,,,,,,,,,,,,,,,,,0,,,,,,,,
640,437,1,שכר דירה שווקים ,888888,"-177,900","-176,500","-244,300",,,,,,,,,,,,,,,,,,,,,,,,,,
641,437,1,שכירות סלולרי , ,"-857,900","-1,071,200","-1,038,200",,,,,,,,,,,,,,,,,,,,,,,,,,
650,437,1,חשמל שוק , ,"-18,800","-24,700","-17,600",,,,,,,,,,,,,,,,,,,,,,,,,,
,"437 סה""כ",,,,"-1,054,600","-1,272,400","-1,300,100",,,,,,,,,,,,,,,,,,0,,,,,,,,
210,443,1,כרטיסי חניה מוסדרת ,943000,"-3,540,600","-2,724,000","-4,136,000",,,,,,,,,,,,,,,,,,,,,,,,,,
410,443,1,הכנסות שונות-חניה תווים , ,"-1,500","-1,800","-7,900",,,,,,,,,,,,,,,,,,,,,,,,,,
490,443,1,הכנס' גביה - חניה , ,-100,-100,0,,,,,,,,,,,,,,,,,,,,,,,,,,
100490,443,1,גרירה ,888888,200,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
200490,443,1,דוחות חניה ,943000,"-10,570,400","-12,233,800","-10,791,000",,,,,,,,,,,,,,,,,,,,,,,,,,
,"443 סה""כ",,,,"-14,112,400","-14,959,700","-14,934,900",,,,,,,,,,,,,,,,,,0,,,,,,,,
650,473,1,הכנסות שפדן , ,0,0,"-237,200",,,,,,,,,,,,,,,,,,,,,,,,,,
,"473 סה""כ",,,,0,0,"-237,200",,,,,,,,,,,,,,,,,,0,,,,,,,,
510,513,1,תקבול החזר הוצ משני ,888888,"-5,820,300","-300,000","-711,800",,,,,,,,,,,,,,,,,,,,,,,,,,
,"513 סה""כ",,,,"-5,820,300","-300,000","-711,800",,,,,,,,,,,,,,,,,,0,,,,,,,,
900590,591,1,העברה מקרנות פיתוח ,888888,"-27,000,000","-27,000,000","-28,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,סכום כולל,,,,"-690,636,300","-681,879,500","-745,955,100",,,,,,,,,,,,,,,,,,0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,הוצאות,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,סעיף,,שם חשבון ,מחלקה ,ביצוע 2011 ,תקציב 2012 ,הצעת תקציב 2013,,,,,,,,,,,,,,,,,,,,,,,,,,
110,611,1,משכורות כוללות ,611000,"3,376,500","3,487,500","3,772,900",,,,,,,,,,,,,,,,,,,,,,,,,,
111,611,1,השתת' בגמלאות , ,"15,000","14,600","21,600",,,,,,,,,,,,,,,,,,,,,,,,,,
130,611,1,שעות נוספות רשומות ,611000,"34,600","33,700","39,900",,,,,,,,,,,,,,,,,,,,,,,,,,
210,611,1,משכורות זמניים , ,"376,700","362,200","721,600",,,,,,,,,,,,,,,,,,,,,,,,,,
230,611,1,שעות נוספות , ,0,0,"1,200",,,,,,,,,,,,,,,,,,,,,,,,,,
410,611,1,שכד , ,"100,600","100,000","130,000",,,,,,,,,,,,,,,,,,,,,,,,,,
430,611,1,חשמל , ,"7,200","7,500",0,,,,,,,,,,,,,,,,,,,,,,,,,,
450,611,1,אחזקת ציוד ,611000,"4,500","5,000","7,842",,,,,,,,,,,,,,,,,,,,,,,,,,
510,611,1,כיבוד לישיבות ,611000,"141,300","120,000","120,000",,,,,,,,,,,,,,,,,,,,,,,,,,
514,611,1,"מתנות רה""ע וסגניו ",611000,"7,600","30,000","18,000",,,,,,,,,,,,,,,,,,,,,,,,,,
520,611,1,עיתונים רהע וסגניו ,611000,"5,700","8,000","8,000",,,,,,,,,,,,,,,,,,,,,,,,,,
530,611,1,אחזקת רכב ,611000,700,900,700,,,,,,,,,,,,,,,,,,,,,,,,,,
531,611,1,דלק ,611000,600,800,300,,,,,,,,,,,,,,,,,,,,,,,,,,
536,611,1,ליסנג רכב , ,"155,600","130,000","130,000",,,,,,,,,,,,,,,,,,,,,,,,,,
540,611,1,רהע-טלפון ומברקים ,611000,"10,600","13,300","13,000",,,,,,,,,,,,,,,,,,,,,,,,,,
541,611,1,הנהלה מכשירי קשר פל ,611000,"36,400","33,000","43,600",,,,,,,,,,,,,,,,,,,,,,,,,,
542,611,1,הנהלה -דאר ,611000,"33,200","33,300","15,700",,,,,,,,,,,,,,,,,,,,,,,,,,
570,611,1,מחשוב , ,"13,600","13,000","19,300",,,,,,,,,,,,,,,,,,,,,,,,,,
580,611,1,הוצאות אחרות ,611000,"540,800","550,000","550,000",,,,,,,,,,,,,,,,,,,,,,,,,,
750,611,1,פעולות רווחה וסיוע לקהילה,611000,0,0,"350,000",,,,,,,,,,,,,,,,,,,,,,,,,,
755,611,1,קנית שרותים ,611000,"120,900","220,000","220,000",,,,,,,,,,,,,,,,,,,,,,,,,,
780,611,1,קמחא דה פסחא ,611000,"545,500","500,000","650,000",,,,,,,,,,,,,,,,,,,,,,,,,,
781,611,1,פעולות מיוחדות ,611000,0,0,"75,000",,,,,,,,,,,,,,,,,,,,,,,,,,
930,611,1,"לשכת רה""ע-ארועים ",611000,"145,600","150,000","150,000",,,,,,,,,,,,,,,,,,,,,,,,,,
300110,611,1,שכר , ,"18,800",0,"274,900",,,,,,,,,,,,,,,,,,,,,,,,,,
300130,611,1,שעות נוספות , ,"5,800",0,"77,200",,,,,,,,,,,,,,,,,,,,,,,,,,
300780,611,1,שכונות ,611300,"172,700","200,000","275,000",,,,,,,,,,,,,,,,,,,,,,,,,,
500210,611,1,שכר זמניים , ,"8,100","10,000",0,,,,,,,,,,,,,,,,,,,,,,,,,,
500780,611,1,מעמד האשה , ,"76,700","120,000","120,000",,,,,,,,,,,,,,,,,,,,,,,,,,
,"611 סה""כ",,,,"5,955,300","6,142,800","7,805,742",,,,,,,,,,,,,,,,,,,,,,,,,,
110,612,1,משכורות כוללות ,612000,"837,300","871,500","908,500",,,,,,,,,,,,,,,,,,,,,,,,,,
130,612,1,שעות נוספות ,612000,"13,800","15,000","11,700",,,,,,,,,,,,,,,,,,,,,,,,,,
450,612,1,אחזקת ציוד , ,"1,200",900,"2,600",,,,,,,,,,,,,,,,,,,,,,,,,,
536,612,1,רכב ליסינג , ,"75,800","63,700","73,100",,,,,,,,,,,,,,,,,,,,,,,,,,
541,612,1,מכשרי קשר ,612000,"3,900","3,900","3,300",,,,,,,,,,,,,,,,,,,,,,,,,,
580,612,1,הוצאות אחרות ,612000,"6,400","20,000","20,000",,,,,,,,,,,,,,,,,,,,,,,,,,
750,612,1,עבודה קבלנית ,612000,"101,100","110,000","110,000",,,,,,,,,,,,,,,,,,,,,,,,,,
755,612,1,מבקר חברות כח אדם ,612000,"5,000",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,"612 סה""כ",,,,"1,044,500","1,085,000","1,129,200",,,,,,,,,,,,,,,,,,,,,,,,,,
110,613,1,משכורות כוללות ,613000,0,0,"435,300",,,,,,,,,,,,,,,,,,,,,,,,,,
130,613,1,שעות נוספות רשומות ,613000,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
100110,613,1,שכר מנכל העיריה ,613100,"1,260,200","1,295,300","1,308,400",,,,,,,,,,,,,,,,,,,,,,,,,,
100130,613,1,ש.נ. , ,"41,700","42,700","43,700",,,,,,,,,,,,,,,,,,,,,,,,,,
100450,613,1,אחזקת ציוד , ,"1,000",300,"1,200",,,,,,,,,,,,,,,,,,,,,,,,,,
100520,613,1,"מנכ""ל -עיתונים ", ,"1,700","1,700",0,,,,,,,,,,,,,,,,,,,,,,,,,,
100530,613,1,רכב מנכל ,613100,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
100531,613,1,דלק ,613100,"3,300","2,900","2,900",,,,,,,,,,,,,,,,,,,,,,,,,,
100533,613,1,בטוח רכב ,613100,"26,500","3,100","2,500",,,,,,,,,,,,,,,,,,,,,,,,,,
100536,613,1,"רכב - מנכ""ל ", ,"69,700","62,700","106,400",,,,,,,,,,,,,,,,,,,,,,,,,,
100541,613,1, הוצ פלאפון,613100,"8,600","8,800","7,500",,,,,,,,,,,,,,,,,,,,,,,,,,
100570,613,1,אוטומציה , ,"2,500",900,"3,500",,,,,,,,,,,,,,,,,,,,,,,,,,
100580,613,1,הוצ' אחרות , ,"5,100","5,000","8,200",,,,,,,,,,,,,,,,,,,,,,,,,,
100780,613,1,הוצ אחרות ,613100,"192,400","250,000","250,000",,,,,,,,,,,,,,,,,,,,,,,,,,
,"613 סה""כ",,,,"1,612,900","1,673,400","2,169,600",,,,,,,,,,,,,,,,,,,,,,,,,,
110,614,1,משכורות כוללות ,614000,"153,000","158,300","166,400",,,,,,,,,,,,,,,,,,,,,,,,,,
130,614,1,שעות נוספות , ,500,600,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,
210,614,1,משכורות זמניים , ,"464,000","480,700","500,100",,,,,,,,,,,,,,,,,,,,,,,,,,
450,614,1,אחזקת ציוד , ,0,0,500,,,,,,,,,,,,,,,,,,,,,,,,,,
520,614,1,דובר-עיתון ,614000,"6,900","13,500","9,100",,,,,,,,,,,,,,,,,,,,,,,,,,
550,614,1,פרסומים ,614000,"595,500","600,000","600,000",,,,,,,,,,,,,,,,,,,,,,,,,,
570,614,1,מחשוב , ,"204,300","190,000","190,000",,,,,,,,,,,,,,,,,,,,,,,,,,
580,614,1,הוצאות אחרות ,614000,"8,800","8,000","8,000",,,,,,,,,,,,,,,,,,,,,,,,,,
780,614,1,הוצאות אחרות ,614000,"15,900","10,000","10,100",,,,,,,,,,,,,,,,,,,,,,,,,,
100110,614,1,נציב פניות הציבור ,614000,"73,700","77,000","3,300",,,,,,,,,,,,,,,,,,,,,,,,,,
,"614 סה""כ",,,,"1,522,600","1,538,100","1,488,500",,,,,,,,,,,,,,,,,,,,,,,,,,
110,615,1,משאבי אנוש-שכר ,615000,"1,792,800","1,878,700","2,054,300",,,,,,,,,,,,,,,,,,,,,,,,,,
130,615,1,שעות נוספות רשומות ,615000,"244,600","252,700","267,200",,,,,,,,,,,,,,,,,,,,,,,,,,
210,615,1,מש , ,"37,100","28,500","105,900",,,,,,,,,,,,,,,,,,,,,,,,,,
450,615,1,אחזקת ציוד ,615000,"6,900","7,000","9,000",,,,,,,,,,,,,,,,,,,,,,,,,,
451,615,1,מיחשוב , ,"2,900","2,000",0,,,,,,,,,,,,,,,,,,,,,,,,,,
520,615,1,ספרות מקצועית ,615000,800,"1,000","1,700",,,,,,,,,,,,,,,,,,,,,,,,,,
523,615,1,דמי חבר ואירגונים ,615000,"73,900",0,"70,000",,,,,,,,,,,,,,,,,,,,,,,,,,
536,615,1,דלק ליסינג , ,"64,900","52,300","36,600",,,,,,,,,,,,,,,,,,,,,,,,,,
540,615,1,כח אדם-טלפון ,615000,"44,100","43,000","23,400",,,,,,,,,,,,,,,,,,,,,,,,,,
541,615,1,כא - מכשיר קשר ,615000,"7,800","8,000","20,300",,,,,,,,,,,,,,,,,,,,,,,,,,
542,615,1,"כ""א דאר ",615000,"44,500","52,700","30,000",,,,,,,,,,,,,,,,,,,,,,,,,,
550,615,1,פרסומים ,615000,"2,800","3,000",0,,,,,,,,,,,,,,,,,,,,,,,,,,
570,615,1,אוטומציה יח'שכר ,615000,"876,800","900,000","1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
580,615,1,"כ""א-הוצאות משרדיו ",615000,"32,300","25,000","30,000",,,,,,,,,,,,,,,,,,,,,,,,,,
